STATENAME,MONTHNAME,HOUR,LGT_CONDNAME,,FATALS
Alabama,October,20,Dark - Not Lighted,,1
Alabama,October,19,Dark - Not Lighted,,1
Alabama,October,23,Dark - Lighted,,3
Alabama,October,23,Dark - Not Lighted,,1
Alabama,October,4,Dark - Not Lighted,,1
Alabama,October,11,Daylight,,1
Alabama,October,1,Dark - Not Lighted,,1
Alabama,October,19,Dark - Not Lighted,,1
Alabama,October,18,Dusk,,1
Alabama,November,22,Dark - Lighted,,1
Alabama,November,14,Daylight,,1
Alabama,November,16,Daylight,,1
Alabama,November,15,Daylight,,1
Alabama,November,17,Daylight,,1
Alabama,November,21,Dark - Not Lighted,,1
Alabama,November,2,Dark - Not Lighted,,1
Alabama,November,1,Dark - Not Lighted,,1
Alabama,November,17,Daylight,,1
Alabama,November,0,Dark - Not Lighted,,1
Alabama,November,14,Daylight,,1
Alabama,November,0,Dark - Not Lighted,,1
Alabama,November,19,Dark - Lighted,,1
Alabama,November,15,Daylight,,1
Alabama,November,14,Daylight,,1
Alabama,November,15,Daylight,,1
Alabama,November,3,Dark - Not Lighted,,1
Alabama,November,7,Daylight,,1
Alabama,November,3,Dark - Not Lighted,,1
Alabama,November,15,Daylight,,1
Alabama,November,18,Dark - Lighted,,1
Alabama,November,2,Dark - Not Lighted,,1
Alabama,November,12,Daylight,,2
Alabama,November,20,Dark - Lighted,,1
Alabama,November,2,Dark - Not Lighted,,1
Alabama,November,9,Daylight,,1
Alabama,November,17,Dark - Not Lighted,,1
Alabama,November,16,Dusk,,2
Alabama,November,18,Dark - Not Lighted,,1
Alabama,November,0,Dark - Lighted,,1
Alabama,November,11,Daylight,,1
Alabama,November,13,Daylight,,1
Alabama,November,18,Dark - Not Lighted,,1
Alabama,November,8,Daylight,,1
Alabama,November,8,Daylight,,1
Alabama,November,18,Dark - Lighted,,1
Alabama,November,18,Dark - Not Lighted,,1
Alabama,November,8,Daylight,,1
Alabama,November,22,Dark - Not Lighted,,1
Alabama,November,2,Dark - Lighted,,2
Alabama,November,21,Dark - Not Lighted,,1
Alabama,November,0,Dark - Not Lighted,,1
Alabama,November,19,Dark - Not Lighted,,1
Alabama,November,21,Dark - Not Lighted,,1
Alabama,November,19,Dark - Not Lighted,,1
Alabama,November,0,Dark - Not Lighted,,1
Alabama,December,10,Daylight,,2
Alabama,December,20,Dark - Lighted,,1
Alabama,December,3,Dark - Not Lighted,,1
Alabama,December,3,Dark - Not Lighted,,1
Alabama,December,17,Dark - Not Lighted,,1
Alabama,December,0,Dark - Lighted,,1
Alabama,December,5,Dark - Not Lighted,,1
Alabama,December,16,Daylight,,1
Alabama,December,17,Dusk,,1
Alabama,December,13,Daylight,,1
Alabama,December,19,Dark - Not Lighted,,1
Alabama,December,18,Dusk,,1
Alabama,December,3,Dark - Lighted,,1
Alabama,August,16,Daylight,,1
Alabama,September,23,Dark - Not Lighted,,1
Alabama,September,19,Dark - Not Lighted,,1
Alabama,September,20,Dark - Not Lighted,,1
Alabama,September,9,Daylight,,1
Alabama,September,22,Dark - Lighted,,1
Alabama,September,10,Daylight,,1
Alabama,October,17,Daylight,,1
Alabama,November,20,Dark - Not Lighted,,1
Alabama,October,7,Daylight,,1
Alabama,October,19,Dark - Not Lighted,,1
Alabama,October,12,Daylight,,1
Alabama,December,20,Dark - Not Lighted,,1
Alabama,December,5,Dark - Lighted,,1
Alabama,December,1,Dark - Not Lighted,,2
Alabama,December,13,Daylight,,1
Alabama,January,18,Dark - Lighted,,1
Alabama,June,17,Daylight,,1
Alabama,September,16,Daylight,,1
Alabama,November,1,Dark - Unknown Lighting,,1
Alabama,November,18,Dark - Not Lighted,,1
Alabama,November,17,Dusk,,1
Alabama,November,14,Daylight,,2
Alabama,November,15,Daylight,,1
Alabama,November,20,Dark - Not Lighted,,1
Alabama,November,23,Dark - Lighted,,1
Alabama,November,21,Dark - Lighted,,1
Alabama,November,17,Dark - Lighted,,1
Alabama,November,17,Dark - Not Lighted,,1
Alabama,November,18,Dark - Not Lighted,,1
Alabama,November,16,Daylight,,1
Alabama,December,22,Dark - Not Lighted,,1
Alabama,December,1,Dark - Lighted,,1
Alabama,December,22,Dark - Not Lighted,,1
Alabama,December,23,Dark - Not Lighted,,1
Alabama,December,5,Dark - Not Lighted,,1
Alabama,December,16,Daylight,,1
Alabama,December,8,Daylight,,1
Alabama,December,4,Dark - Lighted,,1
Alabama,December,17,Dark - Lighted,,1
Alabama,December,6,Daylight,,1
Alabama,December,10,Daylight,,1
Alabama,December,5,Dawn,,2
Alabama,December,10,Daylight,,1
Alabama,December,17,Dark - Not Lighted,,1
Alabama,December,21,Dark - Lighted,,1
Alabama,December,8,Daylight,,1
Alabama,December,20,Dark - Not Lighted,,1
Alabama,December,17,Dark - Not Lighted,,1
Alabama,December,17,Dusk,,1
Alabama,December,17,Dusk,,1
Alabama,December,7,Daylight,,1
Alabama,December,11,Daylight,,1
Alabama,December,13,Daylight,,1
Alabama,December,23,Dark - Not Lighted,,1
Alabama,December,16,Dusk,,1
Alabama,December,14,Daylight,,1
Alabama,December,12,Daylight,,1
Alabama,December,21,Dark - Lighted,,1
Alabama,December,4,Dark - Not Lighted,,1
Alabama,December,12,Daylight,,1
Alabama,December,18,Dark - Not Lighted,,1
Alabama,December,17,Dark - Lighted,,1
Alabama,December,7,Daylight,,1
Alabama,December,6,Daylight,,1
Alabama,December,14,Daylight,,1
Alabama,December,7,Daylight,,1
Alabama,December,8,Daylight,,1
Alabama,December,23,Dark - Not Lighted,,1
Alabama,December,3,Dark - Not Lighted,,1
Alabama,December,18,Dark - Lighted,,1
Alabama,December,9,Daylight,,1
Alabama,December,4,Dark - Lighted,,1
Alabama,December,15,Daylight,,1
Alabama,December,23,Dark - Lighted,,1
Alabama,December,19,Dark - Not Lighted,,1
Alabama,December,1,Dark - Not Lighted,,1
Alabama,December,14,Daylight,,1
Alabama,December,18,Dark - Lighted,,1
Alabama,December,11,Daylight,,1
Alabama,December,13,Daylight,,1
Alabama,December,22,Dark - Not Lighted,,1
Alabama,December,2,Dark - Not Lighted,,1
Alabama,December,15,Daylight,,1
Alabama,December,16,Dark - Not Lighted,,1
Alabama,December,13,Daylight,,1
Alabama,December,17,Dark - Lighted,,1
Alabama,December,2,Dark - Lighted,,1
Alabama,December,7,Daylight,,2
Alabama,December,8,Daylight,,1
Alabama,December,6,Dark - Lighted,,1
Alabama,December,16,Daylight,,1
Alabama,December,15,Daylight,,1
Alabama,December,19,Dark - Not Lighted,,1
Alabama,December,23,Dark - Lighted,,2
Alabama,December,12,Daylight,,2
Alabama,December,19,Dark - Lighted,,1
Alabama,December,23,Dark - Not Lighted,,1
Alabama,December,2,Dark - Lighted,,1
Alabama,December,12,Daylight,,1
Alabama,December,10,Daylight,,1
Alabama,December,10,Daylight,,1
Alabama,December,15,Daylight,,1
Alabama,December,21,Dark - Not Lighted,,1
Alabama,September,8,Daylight,,1
Alabama,March,12,Daylight,,1
Alabama,July,16,Daylight,,1
Alabama,April,22,Dark - Lighted,,1
Alabama,December,20,Dark - Lighted,,1
Alabama,September,17,Daylight,,1
Alaska,January,13,Daylight,,1
Alaska,January,18,Dark - Lighted,,1
Alaska,January,19,Dark - Lighted,,1
Alaska,January,0,Dark - Lighted,,1
Alaska,February,15,Daylight,,1
Alaska,February,17,Daylight,,1
Alaska,February,12,Daylight,,1
Alaska,February,16,Daylight,,1
Alaska,March,12,Daylight,,1
Alaska,March,6,Dark - Not Lighted,,1
Alaska,March,7,Dark - Lighted,,1
Alaska,April,7,Dark - Lighted,,1
Alaska,May,3,Dark - Lighted,,1
Alaska,May,16,Daylight,,1
Alaska,May,17,Daylight,,1
Alaska,May,7,Dark - Unknown Lighting,,2
Alaska,May,2,Dusk,,1
Alaska,May,23,Dark - Not Lighted,,1
Alaska,June,6,Daylight,,1
Alaska,June,1,Dark - Lighted,,1
Alaska,July,15,Daylight,,1
Alaska,July,19,Daylight,,1
Alaska,July,3,Dark - Not Lighted,,1
Alaska,July,17,Daylight,,3
Alaska,July,4,Dark - Lighted,,2
Alaska,July,6,Daylight,,1
Alaska,July,18,Daylight,,1
Alaska,July,21,Daylight,,1
Alaska,August,17,Daylight,,1
Alaska,August,23,Dusk,,1
Alaska,August,2,Dark - Not Lighted,,1
Alaska,August,0,Dark - Not Lighted,,1
Alaska,August,18,Daylight,,1
Alaska,August,14,Daylight,,3
Alaska,September,11,Daylight,,1
Alaska,September,16,Daylight,,1
Alaska,September,21,Dark - Lighted,,1
Alaska,September,22,Dark - Lighted,,1
Alaska,September,11,Daylight,,1
Alaska,September,8,Dark - Not Lighted,,1
Alaska,September,19,Dark - Lighted,,1
Alaska,October,22,Dark - Lighted,,1
Alaska,October,20,Dark - Not Lighted,,1
Alaska,October,2,Dark - Lighted,,1
Alaska,October,19,Dark - Lighted,,1
Alaska,October,14,Daylight,,1
Alaska,November,3,Dark - Lighted,,1
Alaska,November,17,Dark - Not Lighted,,1
Alaska,November,18,Dark - Not Lighted,,2
Alaska,November,3,Dark - Lighted,,1
Alaska,December,11,Daylight,,2
Alaska,December,17,Dark - Not Lighted,,1
Alaska,November,18,Dark - Not Lighted,,1
Alaska,December,9,Dark - Lighted,,1
Alaska,December,11,Daylight,,1
Alaska,December,22,Dark - Lighted,,1
Arizona,January,22,Dark - Lighted,,1
Arizona,January,0,Dark - Lighted,,1
Arizona,January,15,Daylight,,1
Arizona,January,20,Dark - Lighted,,1
Arizona,January,5,Dark - Lighted,,1
Arizona,January,16,Daylight,,1
Arizona,January,1,Dark - Lighted,,1
Arizona,January,6,Dark - Lighted,,1
Arizona,January,14,Daylight,,1
Arizona,January,21,Dark - Lighted,,2
Arizona,January,10,Daylight,,1
Arizona,January,21,Dark - Not Lighted,,1
Arizona,January,21,Dark - Lighted,,1
Arizona,January,4,Dark - Not Lighted,,1
Arizona,January,15,Daylight,,1
Arizona,January,23,Dark - Not Lighted,,1
Arizona,January,14,Daylight,,1
Arizona,January,10,Daylight,,2
Arizona,January,14,Daylight,,1
Arizona,January,19,Dark - Lighted,,1
Arizona,January,10,Daylight,,1
Arizona,January,18,Dusk,,1
Arizona,January,8,Daylight,,1
Arizona,January,22,Dark - Not Lighted,,1
Arizona,January,1,Dark - Lighted,,1
Arizona,January,4,Dark - Lighted,,1
Arizona,January,6,Dark - Not Lighted,,1
Arizona,January,8,Daylight,,1
Arizona,January,20,Dark - Lighted,,1
Arizona,January,22,Dark - Lighted,,1
Arizona,January,7,Dawn,,1
Arizona,January,16,Daylight,,1
Arizona,January,16,Dusk,,1
Arizona,January,18,Dark - Not Lighted,,1
Arizona,January,6,Dawn,,1
Arizona,January,8,Daylight,,1
Arizona,January,18,Dark - Not Lighted,,2
Arizona,January,17,Daylight,,1
Arizona,January,0,Dark - Lighted,,1
Arizona,January,2,Dark - Lighted,,1
Arizona,January,11,Daylight,,1
Arizona,January,14,Daylight,,1
Arizona,January,17,Daylight,,2
Arizona,January,0,Dark - Lighted,,1
Arizona,January,10,Daylight,,1
Arizona,January,19,Dark - Lighted,,1
Arizona,January,12,Daylight,,1
Arizona,January,21,Dark - Lighted,,1
Arizona,January,21,Dark - Lighted,,1
Arizona,January,22,Dark - Lighted,,1
Arizona,January,21,Dark - Not Lighted,,1
Arizona,January,3,Dark - Not Lighted,,1
Arizona,January,20,Dark - Lighted,,2
Arizona,January,23,Dark - Lighted,,1
Arizona,January,0,Dark - Lighted,,1
Arizona,January,8,Dawn,,1
Arizona,January,7,Daylight,,1
Arizona,January,8,Daylight,,1
Arizona,January,18,Dark - Not Lighted,,1
Arizona,February,10,Dark - Unknown Lighting,,1
Arizona,February,22,Dark - Lighted,,1
Arizona,February,22,Dark - Not Lighted,,2
Arizona,February,4,Dark - Lighted,,1
Arizona,February,6,Dark - Not Lighted,,1
Arizona,February,12,Daylight,,1
Arizona,February,15,Daylight,,1
Arizona,February,17,Daylight,,1
Arizona,February,2,Dark - Lighted,,2
Arizona,February,22,Dark - Not Lighted,,1
Arizona,February,23,Dark - Lighted,,1
Arizona,February,16,Daylight,,1
Arizona,February,20,Dark - Lighted,,1
Arizona,February,19,Dark - Lighted,,1
Arizona,February,15,Daylight,,1
Arizona,February,0,Dark - Lighted,,1
Arizona,February,9,Daylight,,1
Arizona,February,20,Dark - Lighted,,1
Arizona,February,11,Daylight,,1
Arizona,February,21,Dark - Not Lighted,,1
Arizona,February,22,Dark - Not Lighted,,1
Arizona,February,3,Dark - Lighted,,1
Arizona,February,11,Daylight,,1
Arizona,February,14,Daylight,,1
Arizona,February,17,Daylight,,1
Arizona,February,20,Dark - Not Lighted,,1
Arizona,February,21,Dark - Not Lighted,,1
Arizona,February,4,Dark - Lighted,,1
Arizona,February,7,Daylight,,1
Arizona,February,22,Dark - Not Lighted,,1
Arizona,February,0,Dark - Not Lighted,,1
Arizona,February,4,Dark - Lighted,,1
Arizona,February,8,Daylight,,1
Arizona,February,8,Daylight,,1
Arizona,February,0,Dark - Lighted,,1
Arizona,February,4,Dark - Lighted,,1
Arizona,February,9,Daylight,,1
Arizona,February,19,Dark - Not Lighted,,1
Arizona,February,0,Dark - Lighted,,1
Arizona,February,20,Dark - Not Lighted,,1
Arizona,February,17,Daylight,,1
Arizona,February,7,Daylight,,1
Arizona,February,11,Daylight,,1
Arizona,February,14,Daylight,,2
Arizona,February,22,Dark - Lighted,,1
Arizona,February,7,Daylight,,1
Arizona,February,10,Daylight,,1
Arizona,February,6,Dark - Not Lighted,,1
Arizona,January,20,Dark - Lighted,,1
Arizona,January,15,Daylight,,1
Arizona,January,18,Dark - Lighted,,1
Arizona,January,19,Dark - Lighted,,1
Arizona,January,1,Dark - Not Lighted,,1
Arizona,January,12,Daylight,,1
Arizona,January,14,Daylight,,1
Arizona,January,16,Daylight,,1
Arizona,February,20,Dark - Not Lighted,,1
Arizona,March,3,Dark - Lighted,,1
Arizona,March,12,Daylight,,1
Arizona,March,3,Dark - Not Lighted,,1
Arizona,March,3,Dark - Not Lighted,,1
Arizona,March,0,Dark - Lighted,,2
Arizona,March,12,Daylight,,1
Arizona,March,20,Dark - Not Lighted,,1
Arizona,March,20,Dark - Unknown Lighting,,1
Arizona,March,10,Daylight,,1
Arizona,March,2,Dark - Lighted,,1
Arizona,March,19,Dark - Not Lighted,,1
Arizona,March,20,Dark - Lighted,,1
Arizona,March,20,Dark - Not Lighted,,1
Arizona,March,12,Daylight,,1
Arizona,March,1,Dark - Lighted,,1
Arizona,March,20,Dark - Lighted,,1
Arizona,March,22,Dark - Lighted,,1
Arizona,March,2,Dark - Lighted,,1
Arizona,March,16,Daylight,,1
Arizona,March,16,Daylight,,1
Arizona,March,19,Dark - Lighted,,1
Arizona,March,20,Dark - Lighted,,1
Arizona,March,9,Daylight,,1
Arizona,March,16,Daylight,,1
Arizona,March,6,Dark - Lighted,,1
Arizona,March,22,Dark - Not Lighted,,3
Arizona,March,22,Dark - Lighted,,1
Arizona,March,3,Dark - Lighted,,1
Arizona,March,13,Daylight,,2
Arizona,March,18,Dusk,,1
Arizona,March,22,Dark - Lighted,,1
Arizona,March,13,Daylight,,1
Arizona,March,7,Daylight,,1
Arizona,March,12,Daylight,,1
Arizona,March,13,Daylight,,1
Arizona,March,17,Daylight,,1
Arizona,March,0,Dark - Lighted,,1
Arizona,March,14,Daylight,,1
Arizona,March,22,Dark - Lighted,,2
Arizona,March,3,Dark - Lighted,,1
Arizona,March,23,Dark - Not Lighted,,1
Arizona,March,6,Dawn,,1
Arizona,March,12,Daylight,,2
Arizona,March,0,Dark - Lighted,,1
Arizona,March,6,Daylight,,1
Arizona,March,8,Daylight,,2
Arizona,February,13,Daylight,,1
Arizona,February,17,Daylight,,1
Arizona,February,18,Dusk,,1
Arizona,February,21,Dark - Lighted,,1
Arizona,February,14,Daylight,,2
Arizona,February,12,Daylight,,1
Arizona,February,21,Dark - Lighted,,1
Arizona,January,2,Dark - Lighted,,1
Arizona,January,17,Dusk,,1
Arizona,January,13,Daylight,,1
Arizona,January,18,Dark - Lighted,,2
Arizona,April,5,Dawn,,1
Arizona,April,18,Daylight,,1
Arizona,April,22,Dark - Not Lighted,,5
Arizona,April,23,Dark - Lighted,,2
Arizona,April,16,Daylight,,1
Arizona,April,16,Daylight,,1
Arizona,April,21,Dark - Lighted,,1
Arizona,April,22,Dark - Not Lighted,,1
Arizona,April,13,Daylight,,1
Arizona,April,19,Dark - Lighted,,1
Arizona,April,22,Dark - Lighted,,1
Arizona,April,19,Dark - Lighted,,1
Arizona,April,18,Daylight,,1
Arizona,April,19,Dark - Not Lighted,,1
Arizona,April,20,Dark - Lighted,,1
Arizona,April,23,Dark - Not Lighted,,1
Arizona,April,12,Daylight,,2
Arizona,April,15,Daylight,,1
Arizona,April,19,Dark - Lighted,,1
Arizona,April,19,Dark - Not Lighted,,1
Arizona,April,6,Dawn,,1
Arizona,April,16,Daylight,,1
Arizona,April,7,Daylight,,1
Arizona,April,14,Daylight,,1
Arizona,April,15,Daylight,,1
Arizona,April,1,Dark - Not Lighted,,1
Arizona,April,11,Daylight,,2
Arizona,April,23,Dark - Not Lighted,,1
Arizona,April,9,Daylight,,1
Arizona,April,22,Dark - Lighted,,1
Arizona,April,3,Dark - Not Lighted,,1
Arizona,April,7,Daylight,,1
Arizona,April,10,Daylight,,1
Arizona,April,17,Daylight,,2
Arizona,April,20,Dark - Not Lighted,,3
Arizona,April,21,Dark - Lighted,,1
Arizona,April,22,Dark - Lighted,,1
Arizona,April,8,Reported as Unknown,,1
Arizona,April,22,Dark - Lighted,,1
Arizona,April,1,Dark - Lighted,,1
Arizona,April,10,Daylight,,1
Arizona,April,14,Daylight,,1
Arizona,April,9,Daylight,,1
Arizona,April,22,Dark - Not Lighted,,1
Arizona,April,2,Dark - Lighted,,2
Arizona,April,15,Daylight,,1
Arizona,April,22,Dark - Lighted,,1
Arizona,April,13,Daylight,,1
Arizona,April,14,Daylight,,1
Arizona,April,6,Daylight,,1
Arizona,April,23,Dark - Lighted,,1
Arizona,April,21,Dark - Lighted,,1
Arizona,April,4,Daylight,,1
Arizona,April,19,Dark - Lighted,,1
Arizona,April,15,Daylight,,1
Arizona,April,16,Daylight,,1
Arizona,April,20,Dark - Lighted,,1
Arizona,April,20,Dark - Not Lighted,,2
Arizona,March,2,Dark - Lighted,,1
Arizona,January,6,Dark - Lighted,,1
Arizona,January,17,Daylight,,1
Arizona,January,9,Daylight,,1
Arizona,January,0,Dark - Unknown Lighting,,1
Arizona,January,20,Dark - Unknown Lighting,,1
Arizona,January,22,Dark - Unknown Lighting,,1
Arizona,January,10,Daylight,,1
Arizona,January,20,Dark - Lighted,,1
Arizona,January,18,Dark - Unknown Lighting,,1
Arizona,January,1,Dark - Lighted,,1
Arizona,January,18,Dark - Lighted,,1
Arizona,January,15,Daylight,,1
Arizona,January,15,Daylight,,1
Arizona,January,18,Dark - Unknown Lighting,,1
Arizona,January,12,Daylight,,2
Arizona,January,17,Dark - Not Lighted,,1
Arizona,January,7,Dark - Lighted,,1
Arizona,January,21,Dark - Not Lighted,,1
Arizona,January,13,Reported as Unknown,,1
Arizona,January,22,Dark - Unknown Lighting,,1
Arizona,March,13,Daylight,,1
Arizona,May,2,Dark - Not Lighted,,1
Arizona,May,19,Dusk,,1
Arizona,May,20,Dark - Not Lighted,,2
Arizona,May,21,Dark - Not Lighted,,1
Arizona,May,2,Dark - Lighted,,3
Arizona,May,6,Daylight,,1
Arizona,May,7,Daylight,,1
Arizona,May,10,Daylight,,1
Arizona,May,13,Daylight,,1
Arizona,May,0,Dark - Lighted,,1
Arizona,May,3,Dark - Lighted,,1
Arizona,May,2,Dark - Not Lighted,,1
Arizona,May,12,Daylight,,1
Arizona,May,4,Dawn,,1
Arizona,May,6,Daylight,,1
Arizona,May,4,Dark - Lighted,,1
Arizona,May,12,Daylight,,1
Arizona,May,9,Daylight,,1
Arizona,May,16,Daylight,,1
Arizona,May,13,Daylight,,1
Arizona,May,18,Daylight,,1
Arizona,May,6,Daylight,,1
Arizona,May,21,Dark - Lighted,,1
Arizona,May,19,Dark - Lighted,,1
Arizona,May,20,Dark - Not Lighted,,1
Arizona,May,22,Dark - Lighted,,1
Arizona,May,1,Dark - Lighted,,2
Arizona,May,2,Dark - Lighted,,1
Arizona,May,14,Daylight,,1
Arizona,May,18,Daylight,,1
Arizona,May,23,Dark - Lighted,,1
Arizona,May,1,Dark - Lighted,,1
Arizona,May,20,Dark - Lighted,,1
Arizona,May,0,Dark - Lighted,,1
Arizona,May,5,Dawn,,2
Arizona,May,5,Daylight,,1
Arizona,May,15,Daylight,,1
Arizona,May,17,Daylight,,2
Arizona,May,20,Dark - Lighted,,1
Arizona,May,16,Daylight,,1
Arizona,May,16,Daylight,,1
Arizona,May,2,Dark - Not Lighted,,1
Arizona,May,6,Daylight,,1
Arizona,May,12,Daylight,,1
Arizona,May,15,Daylight,,3
Arizona,May,21,Dark - Lighted,,1
Arizona,May,22,Dark - Not Lighted,,1
Arizona,May,7,Daylight,,1
Arizona,May,0,Dark - Lighted,,2
Arizona,May,0,Dark - Not Lighted,,1
Arizona,April,17,Daylight,,1
Arizona,January,16,Dusk,,3
Arizona,January,12,Daylight,,1
Arizona,February,18,Dark - Lighted,,1
Arizona,February,7,Dark - Lighted,,1
Arizona,February,18,Reported as Unknown,,1
Arizona,February,15,Daylight,,1
Arizona,February,21,Dark - Lighted,,1
Arizona,February,19,Dusk,,1
Arizona,February,7,Dawn,,1
Arizona,February,19,Dark - Unknown Lighting,,1
Arizona,February,20,Dark - Unknown Lighting,,1
Arizona,February,0,Dark - Unknown Lighting,,2
Arizona,February,0,Dark - Unknown Lighting,,2
Arizona,February,19,Dark - Unknown Lighting,,1
Arizona,February,23,Dark - Unknown Lighting,,1
Arizona,February,13,Daylight,,1
Arizona,February,12,Daylight,,1
Arizona,March,20,Dark - Lighted,,1
Arizona,March,7,Daylight,,1
Arizona,March,15,Daylight,,1
Arizona,March,20,Daylight,,1
Arizona,March,19,Dark - Lighted,,1
Arizona,March,14,Daylight,,1
Arizona,March,10,Daylight,,1
Arizona,March,20,Dark - Not Lighted,,1
Arizona,March,19,Dark - Not Lighted,,1
Arizona,March,18,Dark - Not Lighted,,1
Arizona,March,19,Dark - Unknown Lighting,,1
Arizona,March,15,Daylight,,1
Arizona,March,14,Daylight,,1
Arizona,March,22,Dark - Lighted,,1
Arizona,March,16,Daylight,,1
Arizona,March,22,Dark - Lighted,,1
Arizona,March,18,Not Reported,,1
Arizona,March,14,Daylight,,1
Arizona,March,13,Daylight,,1
Arizona,March,23,Dark - Lighted,,1
Arizona,March,22,Dark - Lighted,,1
Arizona,March,1,Dark - Lighted,,1
Arizona,March,11,Daylight,,1
Arizona,April,13,Daylight,,1
Arizona,April,20,Dark - Not Lighted,,1
Arizona,April,23,Dark - Not Lighted,,1
Arizona,April,19,Dark - Not Lighted,,1
Arizona,April,8,Daylight,,1
Arizona,April,12,Daylight,,1
Arizona,April,19,Reported as Unknown,,1
Arizona,April,22,Dark - Unknown Lighting,,1
Arizona,April,8,Not Reported,,1
Arizona,April,14,Daylight,,3
